image,label,baseline,delta,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20,step_21,step_22,step_23,step_24,step_25,step_26,step_27,step_28,step_29,step_30,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10,loss_11,loss_12,loss_13,loss_14,loss_15,loss_16,loss_17,loss_18,loss_19,loss_20,loss_21,loss_22,loss_23,loss_24,loss_25,loss_26,loss_27,loss_28,loss_29,loss_30,zd_1,zd_2,zd_3,zd_4,zd_5,zd_6,zd_7,zd_8,zd_9,zd_10,zd_11,zd_12,zd_13,zd_14,zd_15,zd_16,zd_17,zd_18,zd_19,zd_20,zd_21,zd_22,zd_23,zd_24,zd_25,zd_26,zd_27,zd_28,zd_29,zd_30,L1_LH_step_1,L1_LH_step_2,L1_LH_step_3,L1_LH_step_4,L1_LH_step_5,L1_LH_step_6,L1_LH_step_7,L1_LH_step_8,L1_LH_step_9,L1_LH_step_10,L1_LH_step_11,L1_LH_step_12,L1_LH_step_13,L1_LH_step_14,L1_LH_step_15,L1_LH_step_16,L1_LH_step_17,L1_LH_step_18,L1_LH_step_19,L1_LH_step_20,L1_LH_step_21,L1_LH_step_22,L1_LH_step_23,L1_LH_step_24,L1_LH_step_25,L1_LH_step_26,L1_LH_step_27,L1_LH_step_28,L1_LH_step_29,L1_LH_step_30,L1_HL_step_1,L1_HL_step_2,L1_HL_step_3,L1_HL_step_4,L1_HL_step_5,L1_HL_step_6,L1_HL_step_7,L1_HL_step_8,L1_HL_step_9,L1_HL_step_10,L1_HL_step_11,L1_HL_step_12,L1_HL_step_13,L1_HL_step_14,L1_HL_step_15,L1_HL_step_16,L1_HL_step_17,L1_HL_step_18,L1_HL_step_19,L1_HL_step_20,L1_HL_step_21,L1_HL_step_22,L1_HL_step_23,L1_HL_step_24,L1_HL_step_25,L1_HL_step_26,L1_HL_step_27,L1_HL_step_28,L1_HL_step_29,L1_HL_step_30,L1_HH_step_1,L1_HH_step_2,L1_HH_step_3,L1_HH_step_4,L1_HH_step_5,L1_HH_step_6,L1_HH_step_7,L1_HH_step_8,L1_HH_step_9,L1_HH_step_10,L1_HH_step_11,L1_HH_step_12,L1_HH_step_13,L1_HH_step_14,L1_HH_step_15,L1_HH_step_16,L1_HH_step_17,L1_HH_step_18,L1_HH_step_19,L1_HH_step_20,L1_HH_step_21,L1_HH_step_22,L1_HH_step_23,L1_HH_step_24,L1_HH_step_25,L1_HH_step_26,L1_HH_step_27,L1_HH_step_28,L1_HH_step_29,L1_HH_step_30,L2_LH_step_1,L2_LH_step_2,L2_LH_step_3,L2_LH_step_4,L2_LH_step_5,L2_LH_step_6,L2_LH_step_7,L2_LH_step_8,L2_LH_step_9,L2_LH_step_10,L2_LH_step_11,L2_LH_step_12,L2_LH_step_13,L2_LH_step_14,L2_LH_step_15,L2_LH_step_16,L2_LH_step_17,L2_LH_step_18,L2_LH_step_19,L2_LH_step_20,L2_LH_step_21,L2_LH_step_22,L2_LH_step_23,L2_LH_step_24,L2_LH_step_25,L2_LH_step_26,L2_LH_step_27,L2_LH_step_28,L2_LH_step_29,L2_LH_step_30,L2_HL_step_1,L2_HL_step_2,L2_HL_step_3,L2_HL_step_4,L2_HL_step_5,L2_HL_step_6,L2_HL_step_7,L2_HL_step_8,L2_HL_step_9,L2_HL_step_10,L2_HL_step_11,L2_HL_step_12,L2_HL_step_13,L2_HL_step_14,L2_HL_step_15,L2_HL_step_16,L2_HL_step_17,L2_HL_step_18,L2_HL_step_19,L2_HL_step_20,L2_HL_step_21,L2_HL_step_22,L2_HL_step_23,L2_HL_step_24,L2_HL_step_25,L2_HL_step_26,L2_HL_step_27,L2_HL_step_28,L2_HL_step_29,L2_HL_step_30,L2_HH_step_1,L2_HH_step_2,L2_HH_step_3,L2_HH_step_4,L2_HH_step_5,L2_HH_step_6,L2_HH_step_7,L2_HH_step_8,L2_HH_step_9,L2_HH_step_10,L2_HH_step_11,L2_HH_step_12,L2_HH_step_13,L2_HH_step_14,L2_HH_step_15,L2_HH_step_16,L2_HH_step_17,L2_HH_step_18,L2_HH_step_19,L2_HH_step_20,L2_HH_step_21,L2_HH_step_22,L2_HH_step_23,L2_HH_step_24,L2_HH_step_25,L2_HH_step_26,L2_HH_step_27,L2_HH_step_28,L2_HH_step_29,L2_HH_step_30,L3_LH_step_1,L3_LH_step_2,L3_LH_step_3,L3_LH_step_4,L3_LH_step_5,L3_LH_step_6,L3_LH_step_7,L3_LH_step_8,L3_LH_step_9,L3_LH_step_10,L3_LH_step_11,L3_LH_step_12,L3_LH_step_13,L3_LH_step_14,L3_LH_step_15,L3_LH_step_16,L3_LH_step_17,L3_LH_step_18,L3_LH_step_19,L3_LH_step_20,L3_LH_step_21,L3_LH_step_22,L3_LH_step_23,L3_LH_step_24,L3_LH_step_25,L3_LH_step_26,L3_LH_step_27,L3_LH_step_28,L3_LH_step_29,L3_LH_step_30,L3_HL_step_1,L3_HL_step_2,L3_HL_step_3,L3_HL_step_4,L3_HL_step_5,L3_HL_step_6,L3_HL_step_7,L3_HL_step_8,L3_HL_step_9,L3_HL_step_10,L3_HL_step_11,L3_HL_step_12,L3_HL_step_13,L3_HL_step_14,L3_HL_step_15,L3_HL_step_16,L3_HL_step_17,L3_HL_step_18,L3_HL_step_19,L3_HL_step_20,L3_HL_step_21,L3_HL_step_22,L3_HL_step_23,L3_HL_step_24,L3_HL_step_25,L3_HL_step_26,L3_HL_step_27,L3_HL_step_28,L3_HL_step_29,L3_HL_step_30,L3_HH_step_1,L3_HH_step_2,L3_HH_step_3,L3_HH_step_4,L3_HH_step_5,L3_HH_step_6,L3_HH_step_7,L3_HH_step_8,L3_HH_step_9,L3_HH_step_10,L3_HH_step_11,L3_HH_step_12,L3_HH_step_13,L3_HH_step_14,L3_HH_step_15,L3_HH_step_16,L3_HH_step_17,L3_HH_step_18,L3_HH_step_19,L3_HH_step_20,L3_HH_step_21,L3_HH_step_22,L3_HH_step_23,L3_HH_step_24,L3_HH_step_25,L3_HH_step_26,L3_HH_step_27,L3_HH_step_28,L3_HH_step_29,L3_HH_step_30,L3_LL_step_1,L3_LL_step_2,L3_LL_step_3,L3_LL_step_4,L3_LL_step_5,L3_LL_step_6,L3_LL_step_7,L3_LL_step_8,L3_LL_step_9,L3_LL_step_10,L3_LL_step_11,L3_LL_step_12,L3_LL_step_13,L3_LL_step_14,L3_LL_step_15,L3_LL_step_16,L3_LL_step_17,L3_LL_step_18,L3_LL_step_19,L3_LL_step_20,L3_LL_step_21,L3_LL_step_22,L3_LL_step_23,L3_LL_step_24,L3_LL_step_25,L3_LL_step_26,L3_LL_step_27,L3_LL_step_28,L3_LL_step_29,L3_LL_step_30
000000000.png,real,33.1394,-6.6856,32.9437,32.3444,31.714,31.1485,30.6603,30.2378,29.8692,29.5451,29.2574,29.0003,28.7694,28.5601,28.3687,28.1923,28.0286,27.8763,27.7339,27.6012,27.4765,27.3594,27.2487,27.1439,27.0444,26.9499,26.8595,26.7725,26.6887,26.608,26.5298,26.4538,0.048955,0.046137,0.044246,0.042869,0.0418,0.040942,0.040229,0.039624,0.039107,0.038656,0.038252,0.037886,0.037552,0.037245,0.036962,0.036694,0.036442,0.036204,0.035978,0.035765,0.035563,0.035372,0.035187,0.03501,0.034841,0.034676,0.034517,0.034364,0.034216,0.034072,0.009831,0.017222,0.023625,0.029305,0.034414,0.039062,0.043317,0.047232,0.050848,0.054197,0.057304,0.060193,0.062886,0.065399,0.067747,0.069946,0.072009,0.073948,0.075773,0.077493,0.079116,0.080651,0.082104,0.083484,0.084798,0.08605,0.087244,0.088386,0.08948,0.090529,1.99330660e-04,1.80698194e-04,1.69114326e-04,1.60917960e-04,1.54429338e-04,1.49116657e-04,1.44641167e-04,1.40806398e-04,1.37505597e-04,1.34628227e-04,1.32065024e-04,1.29716781e-04,1.27528231e-04,1.25480234e-04,1.23567355e-04,1.21788102e-04,1.20117775e-04,1.18567890e-04,1.17119149e-04,1.15766268e-04,1.14486388e-04,1.13276765e-04,1.12138184e-04,1.11072576e-04,1.10054495e-04,1.09078460e-04,1.08141180e-04,1.07227504e-04,1.06359211e-04,1.05523077e-04,2.26916221e-04,2.03201120e-04,1.88180323e-04,1.77548616e-04,1.69484100e-04,1.63032518e-04,1.57622000e-04,1.53070549e-04,1.49224031e-04,1.45887587e-04,1.42865135e-04,1.40072865e-04,1.37511389e-04,1.35186478e-04,1.33082523e-04,1.31133886e-04,1.29324753e-04,1.27634160e-04,1.26052774e-04,1.24555547e-04,1.23155119e-04,1.21812462e-04,1.20506661e-04,1.19252645e-04,1.18099386e-04,1.16978714e-04,1.15920149e-04,1.14911207e-04,1.13901120e-04,1.12918681e-04,5.75605566e-05,4.97256648e-05,4.44992620e-05,4.08782556e-05,3.82997993e-05,3.64253647e-05,3.50057065e-05,3.39159063e-05,3.30680147e-05,3.23888453e-05,3.18217911e-05,3.13495232e-05,3.09641424e-05,3.06432679e-05,3.03709482e-05,3.01303686e-05,2.99101327e-05,2.97077834e-05,2.95215917e-05,2.93508686e-05,2.91780937e-05,2.90186921e-05,2.88692827e-05,2.87247700e-05,2.85888818e-05,2.84508618e-05,2.83293484e-05,2.82152638e-05,2.80998550e-05,2.79914675e-05,3.12842332e-04,3.78309128e-04,4.50367418e-04,5.20058364e-04,5.84353576e-04,6.43261553e-04,6.97421376e-04,7.47146861e-04,7.92731919e-04,8.34702281e-04,8.73336413e-04,9.09402734e-04,9.43370008e-04,9.75490082e-04,1.00609303e-03,1.03505740e-03,1.06235159e-03,1.08798182e-03,1.11207219e-03,1.13497271e-03,1.15676473e-03,1.17753229e-03,1.19732879e-03,1.21617457e-03,1.23421995e-03,1.25180806e-03,1.26897994e-03,1.28547731e-03,1.30158368e-03,1.31736230e-03,4.43423904e-04,5.22002578e-04,6.05476050e-04,6.83684989e-04,7.53824677e-04,8.16316499e-04,8.72402995e-04,9.23209048e-04,9.69335126e-04,1.01142074e-03,1.04952417e-03,1.08408726e-03,1.11617730e-03,1.14637668e-03,1.17540220e-03,1.20331394e-03,1.23028643e-03,1.25587522e-03,1.28027874e-03,1.30334248e-03,1.32541483e-03,1.34675950e-03,1.36693645e-03,1.38604486e-03,1.40493456e-03,1.42367991e-03,1.44204870e-03,1.46033630e-03,1.47846527e-03,1.49638734e-03,2.98571404e-04,3.32024880e-04,3.64106148e-04,3.91297042e-04,4.13406097e-04,4.31735340e-04,4.47233285e-04,4.60395745e-04,4.71803593e-04,4.81760517e-04,4.90520033e-04,4.98522383e-04,5.05721197e-04,5.12275069e-04,5.18248261e-04,5.23965728e-04,5.29475471e-04,5.34851725e-04,5.40011873e-04,5.44847610e-04,5.49489399e-04,5.53796456e-04,5.57912358e-04,5.61881888e-04,5.65417033e-04,5.69096495e-04,5.72298421e-04,5.75347105e-04,5.78772393e-04,5.82138814e-04,1.13072320e-04,1.50328997e-04,1.96260846e-04,2.46003387e-04,2.96993957e-04,3.48059538e-04,3.98669780e-04,4.48452774e-04,4.97265331e-04,5.44980091e-04,5.91268220e-04,6.35984431e-04,6.79166367e-04,7.20763889e-04,7.60600436e-04,7.98822613e-04,8.35607294e-04,8.70954866e-04,9.05599135e-04,9.39153989e-04,9.71933439e-04,1.00387447e-03,1.03495278e-03,1.06532779e-03,1.09525196e-03,1.12460484e-03,1.15350378e-03,1.18186433e-03,1.20951507e-03,1.23671272e-03,1.38459902e-04,1.81036322e-04,2.31172695e-04,2.83772417e-04,3.36579435e-04,3.88710178e-04,4.39792057e-04,4.89440824e-04,5.37485195e-04,5.83551669e-04,6.27793061e-04,6.70647249e-04,7.12190367e-04,7.52657652e-04,7.92181352e-04,8.30746799e-04,8.68331796e-04,9.04930755e-04,9.40505105e-04,9.74944327e-04,1.00854877e-03,1.04139132e-03,1.07372490e-03,1.10538956e-03,1.13646073e-03,1.16675867e-03,1.19666662e-03,1.22607119e-03,1.25501468e-03,1.28380768e-03,1.30817469e-04,1.70416121e-04,2.16925439e-04,2.65075068e-04,3.12473179e-04,3.57982198e-04,4.00769136e-04,4.40588105e-04,4.77622263e-04,5.12375574e-04,5.45025376e-04,5.75724407e-04,6.04570455e-04,6.31596971e-04,6.57007253e-04,6.81019311e-04,7.03926819e-04,7.25718991e-04,7.46729163e-04,7.66996682e-04,7.86866682e-04,8.06053480e-04,8.24624207e-04,8.42222633e-04,8.58760827e-04,8.74397655e-04,8.89389000e-04,9.03809288e-04,9.17721074e-04,9.31620132e-04,1.09874731e-04,1.63620221e-04,2.29517114e-04,3.01231514e-04,3.75944655e-04,4.52183109e-04,5.28692035e-04,6.04655012e-04,6.79793612e-04,7.53569106e-04,8.26079243e-04,8.96984944e-04,9.66367467e-04,1.03450411e-03,1.10139178e-03,1.16677287e-03,1.23075008e-03,1.29308226e-03,1.35385400e-03,1.41314541e-03,1.47092824e-03,1.52733177e-03,1.58291822e-03,1.63757196e-03,1.69166053e-03,1.74545807e-03,1.79885343e-03,1.85165896e-03,1.90411663e-03,1.95616701e-03
000000001.png,real,38.3203,-5.3568,38.3672,38.04,37.641,37.2524,36.8997,36.5722,36.2712,35.9958,35.7447,35.5114,35.2951,35.0936,34.9065,34.7325,34.5696,34.4176,34.2753,34.1415,34.0138,33.8921,33.7783,33.6707,33.5672,33.4704,33.3778,33.2889,33.2035,33.1209,33.0401,32.9635,0.024744,0.023311,0.022351,0.021642,0.021059,0.020594,0.020217,0.019898,0.019613,0.019368,0.019145,0.018951,0.01877,0.018602,0.018448,0.018303,0.018168,0.018046,0.017929,0.017818,0.017712,0.017611,0.017523,0.017422,0.01734,0.01725,0.017172,0.017093,0.017018,0.016949,0.009633,0.015859,0.021219,0.026029,0.030428,0.034485,0.038233,0.041699,0.044907,0.047878,0.050631,0.053185,0.055557,0.057762,0.059814,0.061726,0.063511,0.06518,0.066744,0.068209,0.069584,0.070877,0.072098,0.073251,0.074344,0.075381,0.076369,0.077313,0.078216,0.079082,9.82315396e-05,8.62738719e-05,7.88234950e-05,7.38785602e-05,6.95078100e-05,6.61495724e-05,6.34316675e-05,6.10800053e-05,5.89609602e-05,5.71580361e-05,5.55195535e-05,5.40587838e-05,5.25966267e-05,5.13001093e-05,5.01588414e-05,4.90321254e-05,4.79549538e-05,4.70180918e-05,4.62264482e-05,4.54579034e-05,4.47663964e-05,4.41392913e-05,4.36583796e-05,4.30120466e-05,4.24308722e-05,4.18071480e-05,4.12930967e-05,4.07712359e-05,4.03737140e-05,3.99262087e-05,1.25083287e-04,1.09089568e-04,9.97826573e-05,9.29518234e-05,8.72879949e-05,8.28622045e-05,7.95709493e-05,7.67379048e-05,7.40578980e-05,7.17781853e-05,6.96123752e-05,6.78965492e-05,6.62737681e-05,6.47185807e-05,6.32795175e-05,6.20809684e-05,6.09815421e-05,5.99624327e-05,5.88650194e-05,5.79029196e-05,5.70238044e-05,5.61461881e-05,5.54549479e-05,5.45191385e-05,5.38059685e-05,5.30622347e-05,5.25283637e-05,5.18552066e-05,5.11631176e-05,5.06422948e-05,2.26544095e-05,1.94774135e-05,1.72886006e-05,1.57656565e-05,1.47443304e-05,1.39863769e-05,1.33761714e-05,1.28656635e-05,1.24575963e-05,1.21401051e-05,1.18671475e-05,1.16200002e-05,1.14062750e-05,1.12181175e-05,1.10385954e-05,1.08851830e-05,1.07416539e-05,1.06268283e-05,1.04944096e-05,1.03821464e-05,1.03087878e-05,1.02723886e-05,1.01734889e-05,1.01237899e-05,1.00700314e-05,1.00260016e-05,9.93346172e-06,9.87227152e-06,9.82146836e-06,9.75089157e-06,6.94824460e-05,8.47145760e-05,9.96930855e-05,1.13433178e-04,1.25421104e-04,1.36410653e-04,1.46550068e-04,1.55939876e-04,1.64413631e-04,1.72056956e-04,1.79127654e-04,1.85733254e-04,1.91978392e-04,1.97701331e-04,2.02849740e-04,2.07677270e-04,2.12305012e-04,2.16895288e-04,2.21489347e-04,2.25928534e-04,2.30385670e-04,2.34691504e-04,2.38739400e-04,2.42690866e-04,2.46396327e-04,2.49986149e-04,2.53389046e-04,2.56713033e-04,2.60081802e-04,2.63163684e-04,9.36400611e-05,1.11816936e-04,1.28831103e-04,1.43556545e-04,1.56144961e-04,1.66934061e-04,1.76309841e-04,1.84870888e-04,1.92799373e-04,2.00318464e-04,2.07420594e-04,2.14043073e-04,2.20122475e-04,2.26156185e-04,2.32085508e-04,2.37382696e-04,2.42243812e-04,2.46551276e-04,2.51243046e-04,2.55818944e-04,2.59808071e-04,2.63598360e-04,2.67447244e-04,2.71217354e-04,2.74744583e-04,2.78414188e-04,2.81840252e-04,2.85331820e-04,2.88925677e-04,2.91990931e-04,6.56545793e-05,7.01220803e-05,7.40340426e-05,7.74487028e-05,8.00973988e-05,8.22570194e-05,8.38975344e-05,8.52879505e-05,8.66928992e-05,8.80896793e-05,8.93288622e-05,9.02907244e-05,9.10821642e-05,9.17858173e-05,9.25259083e-05,9.32584323e-05,9.39370172e-05,9.45833550e-05,9.50480171e-05,9.55192372e-05,9.62321258e-05,9.68800256e-05,9.77622403e-05,9.82530570e-05,9.89871914e-05,9.95979741e-05,1.00269749e-04,1.00808606e-04,1.01228458e-04,1.01617838e-04,2.23326376e-05,3.20227579e-05,4.24675673e-05,5.34137362e-05,6.46040523e-05,7.59592658e-05,8.72925739e-05,9.85693381e-05,1.09473069e-04,1.19970190e-04,1.30083334e-04,1.39864918e-04,1.49407172e-04,1.58569999e-04,1.67191126e-04,1.75274423e-04,1.83029624e-04,1.90599472e-04,1.98074325e-04,2.05343938e-04,2.12109919e-04,2.18530496e-04,2.24599285e-04,2.30592326e-04,2.36482010e-04,2.42304426e-04,2.48033437e-04,2.53536738e-04,2.58968095e-04,2.64251236e-04,2.38303716e-05,3.34163463e-05,4.36305806e-05,5.38922031e-05,6.42298110e-05,7.45158080e-05,8.45628480e-05,9.42795305e-05,1.03655426e-04,1.12775781e-04,1.21794311e-04,1.30643981e-04,1.39222092e-04,1.47365713e-04,1.55283584e-04,1.63179609e-04,1.70839718e-04,1.78032419e-04,1.84934082e-04,1.91647521e-04,1.98113383e-04,2.04692478e-04,2.11225900e-04,2.17637940e-04,2.23715130e-04,2.29711644e-04,2.35746964e-04,2.41602577e-04,2.47374701e-04,2.53073561e-04,1.88765504e-05,2.65210523e-05,3.53264404e-05,4.42635113e-05,5.30191222e-05,6.15053965e-05,6.94065529e-05,7.67367164e-05,8.35209309e-05,8.98863558e-05,9.57077330e-05,1.01133347e-04,1.06160296e-04,1.10789047e-04,1.15132406e-04,1.19241410e-04,1.23044127e-04,1.26612644e-04,1.29955918e-04,1.33189053e-04,1.36197816e-04,1.38994190e-04,1.41671830e-04,1.44088330e-04,1.46324164e-04,1.48568535e-04,1.50730698e-04,1.52873710e-04,1.55086047e-04,1.57270231e-04,4.27329505e-05,5.46535448e-05,6.86658071e-05,8.43981688e-05,1.01657177e-04,1.20109558e-04,1.39483270e-04,1.59317453e-04,1.79521507e-04,2.00188990e-04,2.21317712e-04,2.42628332e-04,2.64140273e-04,2.85623052e-04,3.07100010e-04,3.28382012e-04,3.49485859e-04,3.70443760e-04,3.91020052e-04,4.11243799e-04,4.30839524e-04,4.49874865e-04,4.68542256e-04,4.86794471e-04,5.04738651e-04,5.22212436e-04,5.39188234e-04,5.56315994e-04,5.73247011e-04,5.89961264e-04
000000002.png,real,46.823,-10.4734,46.258,45.2577,44.23,43.2895,42.4602,41.7382,41.1098,40.5656,40.0929,39.6812,39.3194,39.001,38.7178,38.4665,38.2421,38.041,37.8594,37.6944,37.543,37.4038,37.2742,37.1527,37.0378,36.9286,36.8241,36.723,36.6257,36.5319,36.4395,36.3496,0.013298,0.0128,0.012455,0.012203,0.012011,0.011865,0.011752,0.011661,0.011583,0.011517,0.011459,0.011407,0.01136,0.011315,0.011273,0.011234,0.011196,0.01116,0.011124,0.01109,0.011058,0.011026,0.010995,0.010966,0.010937,0.01091,0.010883,0.010858,0.010833,0.010808,0.009378,0.01625,0.022384,0.027991,0.03315,0.037899,0.042268,0.046281,0.049961,0.053333,0.056421,0.059251,0.061846,0.064228,0.066417,0.06843,0.070284,0.071995,0.073578,0.075046,0.076414,0.077692,0.078892,0.080022,0.081092,0.08211,0.083081,0.084012,0.084908,0.085775,1.01282737e-05,9.17095106e-06,8.54044871e-06,8.07729217e-06,7.72169066e-06,7.44644179e-06,7.22975225e-06,7.04981903e-06,6.89419479e-06,6.75836479e-06,6.63716916e-06,6.52678864e-06,6.42917257e-06,6.33553403e-06,6.24982628e-06,6.16837679e-06,6.09295967e-06,6.02221250e-06,5.95194918e-06,5.88614785e-06,5.82353217e-06,5.76289131e-06,5.70548521e-06,5.65009517e-06,5.59807935e-06,5.54638730e-06,5.49678104e-06,5.44951460e-06,5.40384402e-06,5.35899987e-06,1.06925242e-05,9.71699410e-06,9.09649437e-06,8.64918608e-06,8.29829332e-06,8.02433412e-06,7.81154570e-06,7.63279058e-06,7.47335192e-06,7.33573203e-06,7.21644210e-06,7.10774960e-06,7.00722558e-06,6.91092585e-06,6.82053117e-06,6.73589663e-06,6.65470361e-06,6.57422182e-06,6.49837117e-06,6.42428252e-06,6.35330192e-06,6.28484546e-06,6.21883495e-06,6.15529279e-06,6.09420992e-06,6.03424026e-06,5.97730893e-06,5.92340196e-06,5.87091805e-06,5.81934364e-06,3.27517106e-06,2.82893022e-06,2.52635148e-06,2.32226739e-06,2.18385685e-06,2.09082979e-06,2.02717335e-06,1.98227766e-06,1.95049082e-06,1.92722867e-06,1.90955537e-06,1.89609924e-06,1.88595216e-06,1.87679598e-06,1.86955049e-06,1.86365590e-06,1.85804690e-06,1.85328887e-06,1.84933000e-06,1.84479359e-06,1.84128597e-06,1.83759175e-06,1.83409217e-06,1.83108811e-06,1.82830384e-06,1.82549032e-06,1.82305484e-06,1.82051069e-06,1.81813539e-06,1.81596109e-06,1.13098795e-05,1.46633938e-05,1.82912263e-05,2.19854580e-05,2.55734873e-05,2.89160040e-05,3.19708827e-05,3.47290188e-05,3.72398669e-05,3.95507911e-05,4.16850962e-05,4.36762348e-05,4.55278981e-05,4.72532896e-05,4.88523219e-05,5.03465223e-05,5.17283867e-05,5.29887184e-05,5.41713671e-05,5.53032490e-05,5.64264580e-05,5.74728911e-05,5.84699543e-05,5.93801087e-05,6.02623331e-05,6.10797627e-05,6.18764025e-05,6.26518546e-05,6.34072543e-05,6.41465498e-05,1.25869507e-05,1.59017994e-05,1.93632901e-05,2.26150830e-05,2.55928317e-05,2.83601621e-05,3.09396952e-05,3.33120649e-05,3.55000448e-05,3.75137727e-05,3.93675170e-05,4.10876431e-05,4.26759361e-05,4.41499481e-05,4.55078504e-05,4.67717667e-05,4.79373945e-05,4.90231517e-05,5.00429499e-05,5.10318011e-05,5.19754346e-05,5.29038953e-05,5.37974508e-05,5.46714922e-05,5.55280033e-05,5.63660093e-05,5.71839143e-05,5.79682528e-05,5.87135631e-05,5.94184773e-05,4.82709311e-06,5.37505669e-06,5.87931815e-06,6.31006575e-06,6.66883473e-06,6.97009697e-06,7.21821804e-06,7.42011980e-06,7.58056801e-06,7.71426615e-06,7.82542338e-06,7.91726355e-06,7.99098901e-06,8.05146434e-06,8.10969868e-06,8.16419500e-06,8.21946621e-06,8.26468931e-06,8.31537121e-06,8.35200626e-06,8.38856552e-06,8.42812127e-06,8.46143242e-06,8.48772955e-06,8.51387934e-06,8.54260846e-06,8.57189419e-06,8.60248777e-06,8.62627227e-06,8.65092564e-06,6.18871612e-06,9.74610036e-06,1.43810515e-05,1.97399386e-05,2.55647756e-05,3.16888788e-05,3.79789223e-05,4.42856253e-05,5.04978525e-05,5.64630949e-05,6.21413152e-05,6.74765324e-05,7.24866938e-05,7.71567963e-05,8.15022310e-05,8.55333734e-05,8.92847117e-05,9.27458556e-05,9.59578125e-05,9.89208347e-05,1.01712164e-04,1.04315288e-04,1.06770516e-04,1.09110493e-04,1.11393475e-04,1.13612749e-04,1.15762989e-04,1.17875364e-04,1.19980822e-04,1.22081595e-04,6.71012155e-06,1.03117527e-05,1.48959637e-05,2.00570551e-05,2.55382232e-05,3.11534435e-05,3.67818575e-05,4.23087380e-05,4.76570131e-05,5.27416560e-05,5.75744149e-05,6.21173434e-05,6.64101778e-05,7.04575602e-05,7.42702202e-05,7.78353230e-05,8.12203313e-05,8.44030389e-05,8.74077086e-05,9.02846708e-05,9.30512518e-05,9.57646116e-05,9.84283785e-05,1.01071414e-04,1.03680359e-04,1.06291651e-04,1.08898443e-04,1.11467127e-04,1.14020659e-04,1.16588771e-04,3.72957159e-06,5.88972155e-06,8.69237313e-06,1.18367607e-05,1.51370320e-05,1.84653181e-05,2.17037256e-05,2.47501011e-05,2.75597898e-05,3.01102506e-05,3.23889059e-05,3.44207025e-05,3.62336408e-05,3.78182061e-05,3.92215588e-05,4.04429423e-05,4.15048853e-05,4.24371586e-05,4.32513043e-05,4.39598080e-05,4.45968763e-05,4.51612383e-05,4.56768030e-05,4.61526555e-05,4.66171963e-05,4.70756349e-05,4.75342482e-05,4.79842420e-05,4.84244374e-05,4.88525354e-05,2.51924090e-05,3.55588709e-05,4.93232462e-05,6.59119105e-05,8.46860736e-05,1.04909045e-04,1.26094422e-04,1.47641927e-04,1.69144594e-04,1.90313673e-04,2.11074832e-04,2.31189265e-04,2.50687357e-04,2.69334511e-04,2.87139827e-04,3.04091722e-04,3.20281639e-04,3.35823124e-04,3.50816874e-04,3.65200297e-04,3.79071338e-04,3.92567444e-04,4.05782368e-04,4.18785727e-04,4.31536736e-04,4.44256545e-04,4.56784541e-04,4.69155648e-04,4.81741542e-04,4.94276096e-04
